date,item_id,item_name,quantity_sold,price,cost,temperature,humidity,rainfall,feels_like_temp,is_holiday_x,is_exam_week,is_festival,student_count,staff_available,canteen_capacity,event_today,hostel_open,is_holiday_y,is_exam_period,day_of_week,month,day_of_year,week_of_year,is_weekend,sales_lag_1,sales_lag_7,sales_3day_avg,sales_same_day_prev_week,estimated_waste,waste_lag_1,revenue,total_cost,profit,item_popularity_rank,is_monsoon,is_winter,is_summer,temp_humidity_interaction,rain_temp_interaction,student_weekend_interaction,item_id_encoded
2024-06-29,fish_curry_rice,Fish Curry Rice,85,80,50,25.0,84.5,0.0,27.4,0,0,0,62,3,320,0,0,0,0,5,6,181,26,1,129.0,83.0,111.33333333333333,83.0,8.592206169366035,6.81555216204863,6800,4250,2550,5.0,1,0,0,21.125,0.0,62,2
2024-06-30,fish_curry_rice,Fish Curry Rice,22,80,50,17.9,100.0,0.0,21.9,0,0,0,10,2,320,0,0,0,0,6,6,182,26,1,85.0,48.0,78.66666666666667,48.0,2.0057554786559986,8.592206169366035,1760,1100,660,5.0,1,0,0,17.9,0.0,10,2
2024-07-01,fish_curry_rice,Fish Curry Rice,173,80,50,24.6,71.4,0.0,25.7,0,0,0,96,6,320,0,0,0,0,0,7,183,27,0,22.0,47.0,93.33333333333333,47.0,18.11002800170343,2.0057554786559986,13840,8650,5190,5.0,1,0,0,17.564400000000003,0.0,0,2
2024-07-02,fish_curry_rice,Fish Curry Rice,211,80,50,29.9,72.0,22.7,29.1,0,0,0,80,7,320,0,0,0,0,1,7,184,27,0,173.0,195.0,135.33333333333334,195.0,26.23984519996372,18.11002800170343,16880,10550,6330,5.0,1,0,0,21.528,229.27000000000004,0,2
2024-07-03,fish_curry_rice,Fish Curry Rice,185,80,50,28.2,93.0,0.0,31.5,0,0,0,80,6,320,0,0,0,0,2,7,185,27,0,211.0,136.0,189.66666666666666,136.0,11.661734207844226,26.23984519996372,14800,9250,5550,5.0,1,0,0,26.226,0.0,0,2
2024-07-04,fish_curry_rice,Fish Curry Rice,102,80,50,31.3,85.3,0.0,33.8,0,0,0,107,6,320,0,0,0,0,3,7,186,27,0,185.0,120.0,166.0,120.0,13.40149259069533,11.661734207844226,8160,5100,3060,5.0,1,0,0,26.6989,0.0,0,2
2024-07-05,fish_curry_rice,Fish Curry Rice,113,80,50,26.4,73.1,41.3,25.7,0,0,0,48,7,320,0,0,0,0,4,7,187,27,0,102.0,129.0,133.33333333333334,129.0,7.770763435725992,13.40149259069533,9040,5650,3390,5.0,1,0,0,19.298399999999997,561.6800000000001,0,2
2024-07-06,fish_curry_rice,Fish Curry Rice,4,80,50,28.6,95.8,0.0,32.2,0,0,0,10,3,320,0,0,0,0,5,7,188,27,1,113.0,85.0,73.0,85.0,0.3928058467991324,7.770763435725992,320,200,120,5.0,1,0,0,27.3988,0.0,10,2
2024-07-07,fish_curry_rice,Fish Curry Rice,62,80,50,29.5,76.1,0.0,31.1,0,0,0,69,2,320,0,0,0,0,6,7,189,27,1,4.0,22.0,59.666666666666664,22.0,5.502702792875724,0.3928058467991324,4960,3100,1860,5.0,1,0,0,22.449499999999997,0.0,69,2
2024-07-08,fish_curry_rice,Fish Curry Rice,62,80,50,22.3,83.0,0.1,24.6,0,0,0,68,6,320,0,0,0,0,0,7,190,28,0,62.0,173.0,42.666666666666664,173.0,7.9385364958101885,5.502702792875724,4960,3100,1860,5.0,1,0,0,18.509,1.77,0,2
2024-07-09,fish_curry_rice,Fish Curry Rice,65,80,50,28.8,87.0,12.7,29.5,0,0,0,58,6,320,0,0,0,0,1,7,191,28,0,62.0,211.0,63.0,211.0,5.52725632730257,7.9385364958101885,5200,3250,1950,5.0,1,0,0,25.055999999999997,142.23999999999998,0,2
2024-07-10,fish_curry_rice,Fish Curry Rice,151,80,50,27.0,76.5,0.0,28.6,0,0,0,90,6,320,0,0,0,0,2,7,192,28,0,65.0,185.0,92.66666666666667,185.0,20.953848044651505,5.52725632730257,12080,7550,4530,5.0,1,0,0,20.655,0.0,0,2
2024-07-11,fish_curry_rice,Fish Curry Rice,200,80,50,26.0,85.9,0.0,28.5,0,0,0,83,6,320,0,0,0,0,3,7,193,28,0,151.0,102.0,138.66666666666666,102.0,27.700083072119053,20.953848044651505,16000,10000,6000,5.0,1,0,0,22.334,0.0,0,2
2024-07-12,fish_curry_rice,Fish Curry Rice,98,80,50,26.8,75.1,0.0,28.3,0,0,0,91,6,320,0,0,0,0,4,7,194,28,0,200.0,113.0,149.66666666666666,113.0,10.454363200884538,27.700083072119053,7840,4900,2940,5.0,1,0,0,20.1268,0.0,0,2
2024-07-13,fish_curry_rice,Fish Curry Rice,106,80,50,25.1,76.5,0.0,26.8,0,0,0,31,2,320,0,0,0,0,5,7,195,28,1,98.0,4.0,134.66666666666666,4.0,13.156705415397937,10.454363200884538,8480,5300,3180,5.0,1,0,0,19.2015,0.0,31,2
2024-07-14,fish_curry_rice,Fish Curry Rice,23,80,50,38.3,92.1,0.0,41.6,0,0,0,28,2,320,0,0,0,0,6,7,196,28,1,106.0,62.0,75.66666666666667,62.0,2.3855750533120412,13.156705415397937,1840,1150,690,5.0,1,0,0,35.2743,0.0,28,2
2024-07-15,fish_curry_rice,Fish Curry Rice,197,80,50,30.9,76.7,2.6,32.5,0,0,0,90,7,320,0,0,0,0,0,7,197,29,0,23.0,62.0,108.66666666666667,62.0,22.354995367141868,2.3855750533120412,15760,9850,5910,5.0,1,0,0,23.700300000000002,23.660000000000004,0,2
2024-07-16,fish_curry_rice,Fish Curry Rice,120,80,50,24.0,64.7,0.0,24.4,0,0,0,93,7,320,0,0,0,0,1,7,198,29,0,197.0,65.0,113.33333333333333,65.0,9.466256305852479,22.354995367141868,9600,6000,3600,5.0,1,0,0,15.528000000000002,0.0,0,2
2024-07-17,fish_curry_rice,Fish Curry Rice,102,80,50,33.8,84.9,0.0,36.3,0,0,0,80,6,320,0,0,0,0,2,7,199,29,0,120.0,151.0,139.66666666666666,151.0,10.15908471434722,9.466256305852479,8160,5100,3060,5.0,1,0,0,28.696199999999997,0.0,0,2
2024-07-18,fish_curry_rice,Fish Curry Rice,163,80,50,29.3,100.0,0.0,33.3,0,0,0,81,6,320,0,0,0,0,3,7,200,29,0,102.0,200.0,128.33333333333334,200.0,15.667701570358346,10.15908471434722,13040,8150,4890,5.0,1,0,0,29.3,0.0,0,2
2024-07-19,fish_curry_rice,Fish Curry Rice,54,80,50,26.8,100.0,12.6,28.8,0,0,0,52,5,320,0,0,0,0,4,7,201,29,0,163.0,98.0,106.33333333333333,98.0,6.034859048134652,15.667701570358346,4320,2700,1620,5.0,1,0,0,26.8,166.32,0,2
2024-07-20,fish_curry_rice,Fish Curry Rice,33,80,50,33.9,92.8,9.7,37.2,0,0,0,27,4,320,0,0,0,0,5,7,202,29,1,54.0,106.0,83.33333333333333,106.0,4.111863041103254,6.034859048134652,2640,1650,990,5.0,1,0,0,31.459199999999996,59.17000000000001,27,2
2024-07-21,fish_curry_rice,Fish Curry Rice,82,80,50,28.4,79.7,0.0,30.4,0,0,0,10,2,320,0,0,0,0,6,7,203,29,1,33.0,23.0,56.333333333333336,23.0,9.391000718152032,4.111863041103254,6560,4100,2460,5.0,1,0,0,22.6348,0.0,10,2
2024-07-22,fish_curry_rice,Fish Curry Rice,93,80,50,28.7,91.2,16.3,29.9,0,0,0,84,6,320,0,0,0,0,0,7,204,30,0,82.0,197.0,69.33333333333333,197.0,5.175644096786286,9.391000718152032,7440,4650,2790,5.0,1,0,0,26.174400000000002,184.19000000000003,0,2
2024-07-23,fish_curry_rice,Fish Curry Rice,102,80,50,27.7,100.0,0.0,31.7,0,0,0,85,6,320,0,0,0,0,1,7,205,30,0,93.0,120.0,92.33333333333333,120.0,9.096894159288,5.175644096786286,8160,5100,3060,5.0,1,0,0,27.7,0.0,0,2
2024-07-24,fish_curry_rice,Fish Curry Rice,173,80,50,26.8,83.8,0.5,29.2,0,0,0,131,5,320,0,0,0,0,2,7,206,30,0,102.0,102.0,122.66666666666667,102.0,21.569081171082036,9.096894159288,13840,8650,5190,5.0,1,0,0,22.4584,6.6,0,2
2024-07-25,fish_curry_rice,Fish Curry Rice,165,80,50,27.7,65.8,0.0,28.3,0,0,0,133,5,450,1,0,0,0,3,7,207,30,0,173.0,163.0,146.66666666666666,163.0,19.913555032110505,21.569081171082036,13200,8250,4950,5.0,1,0,0,18.226599999999998,0.0,0,2
2024-07-26,fish_curry_rice,Fish Curry Rice,202,80,50,26.5,97.9,10.8,28.3,0,0,0,103,6,320,0,0,0,0,4,7,208,30,0,165.0,54.0,180.0,54.0,18.190113410610177,19.913555032110505,16160,10100,6060,5.0,1,0,0,25.943500000000004,145.8,0,2
2024-07-27,fish_curry_rice,Fish Curry Rice,69,80,50,32.1,97.9,21.4,33.9,0,0,0,53,3,320,0,0,0,0,5,7,209,30,1,202.0,33.0,145.33333333333334,33.0,9.34347308703104,18.190113410610177,5520,3450,2070,5.0,1,0,0,31.425900000000002,169.05999999999995,53,2
2024-07-28,fish_curry_rice,Fish Curry Rice,114,80,50,24.5,87.8,0.5,27.2,0,0,0,60,3,320,0,0,0,0,6,7,210,30,1,69.0,82.0,128.33333333333334,82.0,7.193381956072206,9.34347308703104,9120,5700,3420,5.0,1,0,0,21.511,7.75,60,2
2024-07-29,fish_curry_rice,Fish Curry Rice,126,80,50,34.6,78.3,0.0,36.5,0,0,0,126,6,320,0,0,0,0,0,7,211,31,0,114.0,93.0,103.0,93.0,9.38297860236392,7.193381956072206,10080,6300,3780,5.0,1,0,0,27.0918,0.0,0,2
2024-07-30,fish_curry_rice,Fish Curry Rice,136,80,50,30.0,84.5,23.1,30.5,0,0,0,74,5,320,0,0,0,0,1,7,212,31,0,126.0,102.0,125.33333333333333,102.0,11.909726766045619,9.38297860236392,10880,6800,4080,5.0,1,0,0,25.35,231.0,0,2
2024-07-31,fish_curry_rice,Fish Curry Rice,72,80,50,25.6,85.6,4.6,28.2,0,0,0,91,7,320,0,0,0,0,2,7,213,31,0,136.0,173.0,111.33333333333333,173.0,8.598943718684799,11.909726766045619,5760,3600,2160,5.0,1,0,0,21.913600000000002,66.24,0,2
2024-08-01,fish_curry_rice,Fish Curry Rice,44,80,50,24.7,87.4,0.0,27.5,0,0,0,270,7,320,0,1,0,0,3,8,214,31,0,72.0,165.0,84.0,165.0,6.337233205842605,8.598943718684799,3520,2200,1320,5.0,1,0,0,21.5878,0.0,0,2
2024-08-02,fish_curry_rice,Fish Curry Rice,64,80,50,28.2,80.8,0.0,30.3,0,0,0,292,5,320,0,1,0,0,4,8,215,31,0,44.0,202.0,60.0,202.0,4.5479025024401025,6.337233205842605,5120,3200,1920,5.0,1,0,0,22.7856,0.0,0,2
2024-08-03,fish_curry_rice,Fish Curry Rice,69,80,50,27.3,86.0,0.0,29.9,0,0,0,116,4,320,0,1,0,0,5,8,216,31,1,64.0,69.0,59.0,69.0,6.846210099408774,4.5479025024401025,5520,3450,2070,5.0,1,0,0,23.478,0.0,116,2
2024-08-04,fish_curry_rice,Fish Curry Rice,39,80,50,29.0,75.1,3.2,30.5,0,0,0,164,4,320,0,1,0,0,6,8,217,31,1,69.0,114.0,57.333333333333336,114.0,3.2563530680320913,6.846210099408774,3120,1950,1170,5.0,1,0,0,21.778999999999996,35.2,164,2
2024-08-05,fish_curry_rice,Fish Curry Rice,158,80,50,29.1,77.3,9.2,30.8,0,0,0,279,5,320,0,1,0,0,0,8,218,32,0,39.0,126.0,88.66666666666667,126.0,15.115319077501367,3.2563530680320913,12640,7900,4740,5.0,1,0,0,22.4943,100.27999999999997,0,2
2024-08-06,fish_curry_rice,Fish Curry Rice,175,80,50,30.3,73.2,35.8,29.6,0,0,0,286,7,320,0,1,0,0,1,8,219,32,0,158.0,136.0,124.0,136.0,24.522850033665343,15.115319077501367,14000,8750,5250,5.0,1,0,0,22.1796,347.25999999999993,0,2
2024-08-07,fish_curry_rice,Fish Curry Rice,125,80,50,26.5,85.9,29.8,27.1,0,0,0,255,7,320,0,1,0,0,2,8,220,32,0,175.0,72.0,152.66666666666666,72.0,14.508694328663664,24.522850033665343,10000,6250,3750,5.0,1,0,0,22.763500000000004,402.3,0,2
2024-08-08,fish_curry_rice,Fish Curry Rice,73,80,50,27.8,100.0,0.0,31.8,0,0,0,296,7,320,0,1,0,0,3,8,221,32,0,125.0,44.0,124.33333333333333,44.0,6.802911375397704,14.508694328663664,5840,3650,2190,5.0,1,0,0,27.8,0.0,0,2
2024-08-09,fish_curry_rice,Fish Curry Rice,82,80,50,27.6,70.9,0.4,28.7,0,0,0,281,5,320,0,1,0,0,4,8,222,32,0,73.0,64.0,93.33333333333333,64.0,10.999783459176651,6.802911375397704,6560,4100,2460,5.0,1,0,0,19.5684,4.96,0,2
2024-08-10,fish_curry_rice,Fish Curry Rice,39,80,50,30.1,85.2,0.0,32.7,0,0,0,123,4,320,0,1,0,0,5,8,223,32,1,82.0,69.0,64.66666666666667,69.0,5.429636651409897,10.999783459176651,3120,1950,1170,5.0,1,0,0,25.6452,0.0,123,2
2024-08-11,fish_curry_rice,Fish Curry Rice,7,80,50,27.1,90.4,12.2,28.1,0,0,0,118,3,320,0,1,0,0,6,8,224,32,1,39.0,39.0,42.666666666666664,39.0,1.0344629471248936,5.429636651409897,560,350,210,5.0,1,0,0,24.4984,157.37999999999997,118,2
2024-08-12,fish_curry_rice,Fish Curry Rice,91,80,50,20.4,91.3,3.0,23.6,0,0,0,287,6,320,0,1,0,0,0,8,225,33,0,7.0,158.0,45.666666666666664,158.0,13.523140450131319,1.0344629471248936,7280,4550,2730,5.0,1,0,0,18.625199999999996,58.800000000000004,0,2
2024-08-13,fish_curry_rice,Fish Curry Rice,249,80,50,31.1,63.3,15.4,29.4,0,0,0,302,5,320,0,1,0,0,1,8,226,33,0,91.0,175.0,115.66666666666667,175.0,20.3245546544674,13.523140450131319,19920,12450,7470,5.0,1,0,0,19.686300000000003,137.05999999999997,0,2
2024-08-14,fish_curry_rice,Fish Curry Rice,170,80,50,27.6,100.0,4.0,31.6,0,0,0,286,6,320,0,1,0,0,2,8,227,33,0,249.0,125.0,170.0,125.0,13.383829550718076,20.3245546544674,13600,8500,5100,5.0,1,0,0,27.6,49.599999999999994,0,2
2024-08-15,fish_curry_rice,Fish Curry Rice,33,80,50,24.7,75.1,1.8,26.2,1,0,0,10,3,320,0,0,1,0,3,8,228,33,0,170.0,73.0,150.66666666666666,73.0,2.346398337961495,13.383829550718076,2640,1650,990,5.0,1,0,0,18.549699999999998,27.540000000000003,0,2
2024-08-16,fish_curry_rice,Fish Curry Rice,147,80,50,23.4,85.2,2.0,25.9,0,0,0,259,5,320,0,1,0,0,4,8,229,33,0,33.0,82.0,116.66666666666667,82.0,21.04365309314488,2.346398337961495,11760,7350,4410,5.0,1,0,0,19.936799999999998,33.2,0,2
2024-08-17,fish_curry_rice,Fish Curry Rice,44,80,50,31.8,84.0,72.1,32.2,0,0,0,135,3,320,0,1,0,0,5,8,230,33,1,147.0,39.0,74.66666666666667,39.0,5.67940259199228,21.04365309314488,3520,2200,1320,5.0,1,0,0,26.712000000000003,591.2199999999999,135,2
2024-08-18,fish_curry_rice,Fish Curry Rice,18,80,50,30.7,83.8,3.0,33.1,0,0,0,149,3,320,0,1,0,0,6,8,231,33,1,44.0,7.0,69.66666666666667,7.0,2.5024822360814354,5.67940259199228,1440,900,540,5.0,1,0,0,25.726599999999998,27.900000000000002,149,2
2024-08-19,fish_curry_rice,Fish Curry Rice,50,80,50,37.8,88.0,18.7,38.6,0,0,0,284,5,320,0,1,0,0,0,8,232,34,0,18.0,91.0,37.333333333333336,91.0,5.091557272066558,2.5024822360814354,4000,2500,1500,5.0,1,0,0,33.263999999999996,41.14000000000005,0,2
2024-08-20,fish_curry_rice,Fish Curry Rice,115,80,50,24.7,78.2,15.2,24.5,0,0,0,284,5,320,0,1,0,0,1,8,233,34,0,50.0,249.0,61.0,249.0,6.004938670847998,5.091557272066558,9200,5750,3450,5.0,1,0,0,19.3154,232.56,0,2
2024-08-21,fish_curry_rice,Fish Curry Rice,134,80,50,28.8,84.6,3.0,31.2,0,0,0,299,5,320,0,1,0,0,2,8,234,34,0,115.0,170.0,99.66666666666667,170.0,7.932760987855796,6.004938670847998,10720,6700,4020,5.0,1,0,0,24.3648,33.599999999999994,0,2
2024-08-22,fish_curry_rice,Fish Curry Rice,184,80,50,29.7,84.3,0.0,32.1,0,0,0,281,7,320,0,1,0,0,3,8,235,34,0,134.0,33.0,144.33333333333334,33.0,11.417503549057255,7.932760987855796,14720,9200,5520,5.0,1,0,0,25.0371,0.0,0,2
2024-08-23,fish_curry_rice,Fish Curry Rice,172,80,50,28.0,82.3,1.1,30.2,0,0,0,263,7,320,0,1,0,0,4,8,236,34,0,184.0,147.0,163.33333333333334,147.0,23.834797224415723,11.417503549057255,13760,8600,5160,5.0,1,0,0,23.044,13.200000000000001,0,2
2024-08-24,fish_curry_rice,Fish Curry Rice,86,80,50,25.0,82.9,0.0,27.2,0,0,0,108,4,320,0,1,0,0,5,8,237,34,1,172.0,44.0,147.33333333333334,44.0,8.674522867288546,23.834797224415723,6880,4300,2580,5.0,1,0,0,20.725,0.0,108,2
2024-08-25,fish_curry_rice,Fish Curry Rice,112,80,50,26.7,90.8,0.0,29.8,0,0,0,98,3,320,0,1,0,0,6,8,238,34,1,86.0,18.0,123.33333333333333,18.0,8.32024524322146,8.674522867288546,8960,5600,3360,5.0,1,0,0,24.243599999999997,0.0,98,2
2024-08-26,fish_curry_rice,Fish Curry Rice,147,80,50,29.4,84.9,9.8,31.8,0,0,0,307,6,320,0,1,0,0,0,8,239,35,0,112.0,50.0,115.0,50.0,10.412274927938556,8.32024524322146,11760,7350,4410,5.0,1,0,0,24.9606,103.88000000000002,0,2
2024-08-27,fish_curry_rice,Fish Curry Rice,93,80,50,35.1,66.8,10.7,33.8,0,0,0,248,6,320,0,1,0,0,1,8,240,35,0,147.0,115.0,117.33333333333333,115.0,13.61571325167952,10.412274927938556,7440,4650,2790,5.0,1,0,0,23.4468,52.42999999999998,0,2
2024-08-28,fish_curry_rice,Fish Curry Rice,140,80,50,30.2,91.4,14.5,31.4,0,0,0,272,7,320,0,1,0,0,2,8,241,35,0,93.0,134.0,126.66666666666667,134.0,19.671754476139604,13.61571325167952,11200,7000,4200,5.0,1,0,0,27.602800000000002,142.10000000000002,0,2
2024-08-29,fish_curry_rice,Fish Curry Rice,151,80,50,28.2,81.1,0.2,30.3,0,0,0,294,6,320,0,1,0,0,3,8,242,35,0,140.0,184.0,128.0,184.0,12.574192183183099,19.671754476139604,12080,7550,4530,5.0,1,0,0,22.8702,2.3600000000000003,0,2
2024-08-30,fish_curry_rice,Fish Curry Rice,182,80,50,26.6,93.8,0.0,29.9,0,0,0,11,1,320,0,0,1,0,4,8,243,35,0,151.0,172.0,157.66666666666666,172.0,10.963998759564818,12.574192183183099,14560,9100,5460,5.0,1,0,0,24.9508,0.0,0,2
2024-08-31,fish_curry_rice,Fish Curry Rice,47,80,50,28.0,81.9,16.0,28.2,0,0,0,126,3,320,0,1,0,0,5,8,244,35,1,182.0,86.0,126.66666666666667,86.0,3.816127020740138,10.963998759564818,3760,2350,1410,5.0,1,0,0,22.932000000000002,192.0,126,2
2024-09-01,fish_curry_rice,Fish Curry Rice,89,80,50,28.0,65.6,24.5,26.5,0,0,0,122,4,320,0,1,0,0,6,9,245,35,1,47.0,112.0,106.0,112.0,11.81487430984231,3.816127020740138,7120,4450,2670,5.0,1,0,0,18.368,294.0,122,2
2024-09-02,fish_curry_rice,Fish Curry Rice,146,80,50,26.2,82.7,3.5,28.4,0,0,0,239,5,320,0,1,0,0,0,9,246,36,0,89.0,147.0,94.0,147.0,15.677209621704424,11.81487430984231,11680,7300,4380,5.0,1,0,0,21.6674,48.300000000000004,0,2
2024-09-03,fish_curry_rice,Fish Curry Rice,75,80,50,28.7,87.9,28.9,29.5,0,0,0,299,5,320,0,1,0,0,1,9,247,36,0,146.0,93.0,103.33333333333333,93.0,9.444382298772023,15.677209621704424,6000,3750,2250,5.0,1,0,0,25.2273,326.57,0,2
2024-09-04,fish_curry_rice,Fish Curry Rice,86,80,50,29.3,80.4,0.0,31.3,0,0,0,271,5,320,0,1,0,0,2,9,248,36,0,75.0,140.0,102.33333333333333,140.0,9.294495617369918,9.444382298772023,6880,4300,2580,5.0,1,0,0,23.5572,0.0,0,2
2024-09-05,fish_curry_rice,Fish Curry Rice,48,80,50,23.7,81.7,3.4,25.8,0,0,0,292,5,320,0,1,0,0,3,9,249,36,0,86.0,151.0,69.66666666666667,151.0,2.6174538901493487,9.294495617369918,3840,2400,1440,5.0,1,0,0,19.3629,55.42,0,2
2024-09-06,fish_curry_rice,Fish Curry Rice,94,80,50,24.0,100.0,54.2,26.0,0,0,0,280,6,320,0,1,0,0,4,9,250,36,0,48.0,182.0,76.0,182.0,5.855938738053481,2.6174538901493487,7520,4700,2820,5.0,1,0,0,24.0,867.2,0,2
2024-09-07,fish_curry_rice,Fish Curry Rice,26,80,50,30.0,78.5,12.3,29.8,0,0,0,114,3,320,0,1,0,0,5,9,251,36,1,94.0,47.0,56.0,47.0,1.9772559168234574,5.855938738053481,2080,1300,780,5.0,1,0,0,23.55,123.0,114,2
2024-09-08,fish_curry_rice,Fish Curry Rice,75,80,50,27.7,87.2,6.9,30.4,0,0,0,132,4,320,0,1,0,0,6,9,252,36,1,26.0,89.0,65.0,89.0,9.357331018029225,1.9772559168234574,6000,3750,2250,5.0,1,0,0,24.1544,84.87,132,2
2024-09-09,fish_curry_rice,Fish Curry Rice,172,80,50,22.5,94.8,6.4,26.0,0,0,0,288,5,320,0,1,0,0,0,9,253,37,0,75.0,146.0,91.0,146.0,24.76269482005491,9.357331018029225,13760,8600,5160,5.0,1,0,0,21.33,112.0,0,2
2024-09-10,fish_curry_rice,Fish Curry Rice,129,80,50,22.8,74.8,7.8,24.3,0,0,0,284,5,320,0,1,0,0,1,9,254,37,0,172.0,75.0,125.33333333333333,75.0,8.377526742840686,24.76269482005491,10320,6450,3870,5.0,1,0,0,17.0544,134.16,0,2
2024-09-11,fish_curry_rice,Fish Curry Rice,20,80,50,36.9,84.1,0.0,39.3,0,0,0,276,6,320,0,1,0,0,2,9,255,37,0,129.0,86.0,107.0,86.0,2.808994690182101,8.377526742840686,1600,1000,600,5.0,1,0,0,31.032899999999994,0.0,0,2
2024-09-12,fish_curry_rice,Fish Curry Rice,87,80,50,25.3,93.1,17.4,26.6,0,0,0,258,7,320,0,1,0,0,3,9,256,37,0,20.0,48.0,78.66666666666667,48.0,4.558293167395254,2.808994690182101,6960,4350,2610,5.0,1,0,0,23.554299999999998,255.77999999999997,0,2
2024-09-13,fish_curry_rice,Fish Curry Rice,149,80,50,27.0,77.6,2.7,28.7,0,0,0,285,7,320,0,1,0,0,4,9,257,37,0,87.0,94.0,85.33333333333333,94.0,14.672019350857509,4.558293167395254,11920,7450,4470,5.0,1,0,0,20.951999999999998,35.1,0,2
2024-09-14,fish_curry_rice,Fish Curry Rice,61,80,50,30.4,85.8,14.1,31.0,0,0,0,127,2,320,0,1,0,0,5,9,258,37,1,149.0,26.0,99.0,26.0,6.045532613059622,14.672019350857509,4880,3050,1830,5.0,1,0,0,26.083199999999998,135.36,127,2
2024-09-15,fish_curry_rice,Fish Curry Rice,96,80,50,23.9,88.2,0.0,26.7,0,0,0,138,2,320,0,1,0,0,6,9,259,37,1,61.0,75.0,102.0,75.0,6.833148672820746,6.045532613059622,7680,4800,2880,5.0,1,0,0,21.0798,0.0,138,2
2024-09-16,fish_curry_rice,Fish Curry Rice,195,80,50,35.7,77.7,0.0,37.5,0,0,0,244,7,320,0,1,0,0,0,9,260,38,0,96.0,172.0,117.33333333333333,172.0,11.572619603282204,6.833148672820746,15600,9750,5850,5.0,1,0,0,27.738900000000005,0.0,0,2
2024-09-17,fish_curry_rice,Fish Curry Rice,90,80,50,24.2,95.6,6.0,27.7,0,0,0,305,6,320,0,1,0,0,1,9,261,38,0,195.0,129.0,127.0,129.0,8.539802821268035,11.572619603282204,7200,4500,2700,5.0,1,0,0,23.1352,94.80000000000001,0,2
2024-09-18,fish_curry_rice,Fish Curry Rice,190,80,50,37.3,81.5,0.0,39.5,0,0,0,279,6,320,0,1,0,0,2,9,262,38,0,90.0,20.0,158.33333333333334,20.0,22.5735078807209,8.539802821268035,15200,9500,5700,5.0,1,0,0,30.3995,0.0,0,2
2024-09-19,fish_curry_rice,Fish Curry Rice,55,80,50,23.5,90.7,23.3,24.6,0,0,0,282,5,320,0,1,0,0,3,9,263,38,0,190.0,87.0,111.66666666666667,87.0,5.706683141391543,22.5735078807209,4400,2750,1650,5.0,1,0,0,21.314500000000002,384.45,0,2
2024-09-20,fish_curry_rice,Fish Curry Rice,235,80,50,31.0,86.1,23.4,31.6,0,0,0,280,6,320,0,1,0,0,4,9,264,38,0,55.0,149.0,160.0,149.0,20.808624105559492,5.706683141391543,18800,11750,7050,5.0,1,0,0,26.691,210.6,0,2
2024-09-21,fish_curry_rice,Fish Curry Rice,0,80,50,27.5,77.0,18.2,27.2,0,0,0,123,3,320,0,1,0,0,5,9,265,38,1,235.0,61.0,96.66666666666667,61.0,0.0,20.808624105559492,0,0,0,5.0,1,0,0,21.175,227.5,123,2
2024-09-22,fish_curry_rice,Fish Curry Rice,30,80,50,21.7,78.9,4.9,23.5,0,0,0,112,2,320,0,1,0,0,6,9,266,38,1,0.0,96.0,88.33333333333333,96.0,3.4845711852511485,0.0,2400,1500,900,5.0,1,0,0,17.1213,89.67000000000002,112,2
2024-09-23,fish_curry_rice,Fish Curry Rice,156,80,50,28.9,74.7,1.7,30.4,0,0,0,298,5,320,0,1,0,0,0,9,267,39,0,30.0,195.0,62.0,195.0,21.31284268334889,3.4845711852511485,12480,7800,4680,5.0,1,0,0,21.5883,18.87,0,2
2024-09-24,fish_curry_rice,Fish Curry Rice,182,80,50,27.4,77.2,8.1,29.2,0,0,0,298,6,320,0,1,0,0,1,9,268,39,0,156.0,90.0,122.66666666666667,90.0,20.261323411496065,21.31284268334889,14560,9100,5460,5.0,1,0,0,21.1528,102.06,0,2
2024-09-25,fish_curry_rice,Fish Curry Rice,227,80,50,25.9,73.7,1.3,27.3,0,0,0,320,7,320,0,1,0,0,2,9,269,39,0,182.0,190.0,188.33333333333334,190.0,20.761529798786,20.261323411496065,18160,11350,6810,5.0,1,0,0,19.0883,18.330000000000002,0,2
2024-09-26,fish_curry_rice,Fish Curry Rice,95,80,50,33.2,88.4,11.0,34.0,0,0,0,258,7,320,0,1,0,0,3,9,270,39,0,227.0,55.0,168.0,55.0,6.4265734635160685,20.761529798786,7600,4750,2850,5.0,1,0,0,29.348800000000004,74.79999999999997,0,2
2024-09-27,fish_curry_rice,Fish Curry Rice,232,80,50,34.9,77.9,4.7,36.7,0,0,0,291,7,320,0,1,0,0,4,9,271,39,0,95.0,235.0,184.66666666666666,235.0,23.232695529927838,6.4265734635160685,18560,11600,6960,5.0,1,0,0,27.1871,23.970000000000006,0,2
2024-09-28,fish_curry_rice,Fish Curry Rice,32,80,50,21.7,80.4,0.0,23.8,0,0,0,131,3,320,0,1,0,0,5,9,272,39,1,232.0,0.0,119.66666666666667,0.0,1.989184420030431,23.232695529927838,2560,1600,960,5.0,1,0,0,17.4468,0.0,131,2
2024-09-29,fish_curry_rice,Fish Curry Rice,28,80,50,25.5,79.9,2.4,27.5,0,0,0,120,3,320,0,1,0,0,6,9,273,39,1,32.0,30.0,97.33333333333333,30.0,2.080707562806143,1.989184420030431,2240,1400,840,5.0,1,0,0,20.3745,34.8,120,2
