date,item_id,item_name,quantity_sold
2023-06-16,ghugni,Ghugni,113
2023-06-16,maggi,Maggi,92
2023-06-16,tea_biscuit,Tea Biscuit,92
2023-06-16,chicken_roll,Chicken Roll,199
2023-06-16,egg_roll,Egg Roll,46
2023-06-16,veg_momo,Veg Momo,141
2023-06-16,ice_cream,Ice Cream,90
2023-06-17,veg_biryani,Veg Biryani,16
2023-06-17,fish_curry_rice,Fish Curry Rice,42
2023-06-17,luchi_aloo,Luchi Aloo,77
2023-06-17,ghugni,Ghugni,22
2023-06-17,maggi,Maggi,122
2023-06-17,tea_biscuit,Tea Biscuit,87
2023-06-17,chicken_roll,Chicken Roll,10
2023-06-17,egg_roll,Egg Roll,89
2023-06-17,veg_momo,Veg Momo,11
2023-06-17,ice_cream,Ice Cream,6
2023-06-18,veg_biryani,Veg Biryani,27
2023-06-18,fish_curry_rice,Fish Curry Rice,66
2023-06-18,luchi_aloo,Luchi Aloo,102
2023-06-18,ghugni,Ghugni,10
2023-06-18,maggi,Maggi,74
2023-06-18,tea_biscuit,Tea Biscuit,144
2023-06-18,chicken_roll,Chicken Roll,10
2023-06-18,egg_roll,Egg Roll,53
2023-06-18,veg_momo,Veg Momo,62
2023-06-18,ice_cream,Ice Cream,20
2023-06-19,veg_biryani,Veg Biryani,124
2023-06-19,fish_curry_rice,Fish Curry Rice,141
2023-06-19,luchi_aloo,Luchi Aloo,156
2023-06-19,ghugni,Ghugni,21
2023-06-19,maggi,Maggi,76
2023-06-19,tea_biscuit,Tea Biscuit,91
2023-06-19,chicken_roll,Chicken Roll,89
2023-06-19,egg_roll,Egg Roll,171
2023-06-19,veg_momo,Veg Momo,185
2023-06-19,ice_cream,Ice Cream,52
2023-06-20,veg_biryani,Veg Biryani,132
2023-06-20,fish_curry_rice,Fish Curry Rice,67
2023-06-20,luchi_aloo,Luchi Aloo,112
2023-06-20,ghugni,Ghugni,67
2023-06-20,maggi,Maggi,153
2023-06-20,tea_biscuit,Tea Biscuit,254
2023-06-20,chicken_roll,Chicken Roll,185
2023-06-20,egg_roll,Egg Roll,126
2023-06-20,veg_momo,Veg Momo,83
2023-06-20,ice_cream,Ice Cream,63
2023-06-21,veg_biryani,Veg Biryani,215
2023-06-21,fish_curry_rice,Fish Curry Rice,185
2023-06-21,luchi_aloo,Luchi Aloo,107
2023-06-21,ghugni,Ghugni,116
2023-06-21,maggi,Maggi,222
2023-06-21,tea_biscuit,Tea Biscuit,171
2023-06-21,chicken_roll,Chicken Roll,85
2023-06-21,egg_roll,Egg Roll,112
2023-06-21,veg_momo,Veg Momo,148
2023-06-21,ice_cream,Ice Cream,150
2023-06-22,veg_biryani,Veg Biryani,116
2023-06-22,fish_curry_rice,Fish Curry Rice,226
2023-06-22,luchi_aloo,Luchi Aloo,155
2023-06-22,ghugni,Ghugni,114
2023-06-22,maggi,Maggi,119
2023-06-22,tea_biscuit,Tea Biscuit,227
2023-06-22,chicken_roll,Chicken Roll,212
2023-06-22,egg_roll,Egg Roll,98
2023-06-22,veg_momo,Veg Momo,51
2023-06-22,ice_cream,Ice Cream,56
2023-06-23,veg_biryani,Veg Biryani,198
2023-06-23,fish_curry_rice,Fish Curry Rice,130
2023-06-23,luchi_aloo,Luchi Aloo,86
2023-06-23,ghugni,Ghugni,112
2023-06-23,maggi,Maggi,224
2023-06-23,tea_biscuit,Tea Biscuit,197
2023-06-23,chicken_roll,Chicken Roll,169
2023-06-23,egg_roll,Egg Roll,161
2023-06-23,veg_momo,Veg Momo,216
2023-06-23,ice_cream,Ice Cream,109
2023-06-24,veg_biryani,Veg Biryani,111
2023-06-24,fish_curry_rice,Fish Curry Rice,92
2023-06-24,luchi_aloo,Luchi Aloo,50
2023-06-24,ghugni,Ghugni,20
2023-06-24,maggi,Maggi,149
2023-06-24,tea_biscuit,Tea Biscuit,97
2023-06-24,chicken_roll,Chicken Roll,104
2023-06-24,egg_roll,Egg Roll,107
2023-06-24,veg_momo,Veg Momo,31
2023-06-24,ice_cream,Ice Cream,86
2023-06-25,veg_biryani,Veg Biryani,54
2023-06-25,fish_curry_rice,Fish Curry Rice,86
2023-06-25,luchi_aloo,Luchi Aloo,46
2023-06-25,ghugni,Ghugni,54
2023-06-25,maggi,Maggi,136
2023-06-25,tea_biscuit,Tea Biscuit,65
2023-06-25,chicken_roll,Chicken Roll,99
2023-06-25,egg_roll,Egg Roll,54
2023-06-25,veg_momo,Veg Momo,56
2023-06-25,ice_cream,Ice Cream,49
2023-06-26,veg_biryani,Veg Biryani,226
2023-06-26,fish_curry_rice,Fish Curry Rice,169
2023-06-26,luchi_aloo,Luchi Aloo,14
2023-06-26,ghugni,Ghugni,157
2023-06-26,maggi,Maggi,260
2023-06-26,tea_biscuit,Tea Biscuit,195
2023-06-26,chicken_roll,Chicken Roll,205
2023-06-26,egg_roll,Egg Roll,78
2023-06-26,veg_momo,Veg Momo,98
2023-06-26,ice_cream,Ice Cream,29
2023-06-27,veg_biryani,Veg Biryani,106
2023-06-27,fish_curry_rice,Fish Curry Rice,193
2023-06-27,luchi_aloo,Luchi Aloo,77
2023-06-27,ghugni,Ghugni,174
2023-06-27,maggi,Maggi,151
2023-06-27,tea_biscuit,Tea Biscuit,151
2023-06-27,chicken_roll,Chicken Roll,74
2023-06-27,egg_roll,Egg Roll,111
2023-06-27,veg_momo,Veg Momo,119
2023-06-27,ice_cream,Ice Cream,87
2023-06-28,veg_biryani,Veg Biryani,150
2023-06-28,fish_curry_rice,Fish Curry Rice,139
2023-06-28,luchi_aloo,Luchi Aloo,49
2023-06-28,ghugni,Ghugni,82
2023-06-28,maggi,Maggi,246
2023-06-28,tea_biscuit,Tea Biscuit,165
2023-06-28,chicken_roll,Chicken Roll,155
2023-06-28,egg_roll,Egg Roll,158
2023-06-28,veg_momo,Veg Momo,84
2023-06-28,ice_cream,Ice Cream,19
2023-06-29,veg_biryani,Veg Biryani,221
2023-06-29,fish_curry_rice,Fish Curry Rice,203
2023-06-29,luchi_aloo,Luchi Aloo,161
2023-06-29,ghugni,Ghugni,17
2023-06-29,maggi,Maggi,232
2023-06-29,tea_biscuit,Tea Biscuit,243
2023-06-29,chicken_roll,Chicken Roll,168
2023-06-29,egg_roll,Egg Roll,133
2023-06-29,veg_momo,Veg Momo,115
2023-06-29,ice_cream,Ice Cream,34
2023-06-30,veg_biryani,Veg Biryani,190
2023-06-30,fish_curry_rice,Fish Curry Rice,172
2023-06-30,luchi_aloo,Luchi Aloo,141
2023-06-30,ghugni,Ghugni,153
2023-06-30,maggi,Maggi,247
2023-06-30,tea_biscuit,Tea Biscuit,178
2023-06-30,chicken_roll,Chicken Roll,149
2023-06-30,egg_roll,Egg Roll,179
2023-06-30,veg_momo,Veg Momo,166
2023-06-30,ice_cream,Ice Cream,23
2023-07-01,veg_biryani,Veg Biryani,85
2023-07-01,fish_curry_rice,Fish Curry Rice,42
2023-07-01,luchi_aloo,Luchi Aloo,37
2023-07-01,ghugni,Ghugni,27
2023-07-01,maggi,Maggi,35
2023-07-01,tea_biscuit,Tea Biscuit,0
2023-07-01,chicken_roll,Chicken Roll,88
2023-07-01,egg_roll,Egg Roll,4
2023-07-01,veg_momo,Veg Momo,49
2023-07-01,ice_cream,Ice Cream,32
2023-07-02,veg_biryani,Veg Biryani,111
2023-07-02,fish_curry_rice,Fish Curry Rice,55
2023-07-02,luchi_aloo,Luchi Aloo,0
2023-07-02,ghugni,Ghugni,55
2023-07-02,maggi,Maggi,108
2023-07-02,tea_biscuit,Tea Biscuit,117
2023-07-02,chicken_roll,Chicken Roll,60
2023-07-02,egg_roll,Egg Roll,59
2023-07-02,veg_momo,Veg Momo,97
2023-07-02,ice_cream,Ice Cream,75
2023-07-03,veg_biryani,Veg Biryani,53
2023-07-03,fish_curry_rice,Fish Curry Rice,167
2023-07-03,luchi_aloo,Luchi Aloo,72
2023-07-03,ghugni,Ghugni,37
2023-07-03,maggi,Maggi,326
2023-07-03,tea_biscuit,Tea Biscuit,129
2023-07-03,chicken_roll,Chicken Roll,164
2023-07-03,egg_roll,Egg Roll,192
2023-07-03,veg_momo,Veg Momo,110
2023-07-03,ice_cream,Ice Cream,104
2023-07-04,veg_biryani,Veg Biryani,172
2023-07-04,fish_curry_rice,Fish Curry Rice,72
2023-07-04,luchi_aloo,Luchi Aloo,63
2023-07-04,ghugni,Ghugni,108
2023-07-04,maggi,Maggi,373
2023-07-04,tea_biscuit,Tea Biscuit,211
2023-07-04,chicken_roll,Chicken Roll,184
2023-07-04,egg_roll,Egg Roll,93
2023-07-04,veg_momo,Veg Momo,64
2023-07-04,ice_cream,Ice Cream,129
2023-07-05,veg_biryani,Veg Biryani,118
2023-07-05,fish_curry_rice,Fish Curry Rice,212
2023-07-05,luchi_aloo,Luchi Aloo,62
2023-07-05,ghugni,Ghugni,111
2023-07-05,maggi,Maggi,246
2023-07-05,tea_biscuit,Tea Biscuit,160
2023-07-05,chicken_roll,Chicken Roll,175
2023-07-05,egg_roll,Egg Roll,139
2023-07-05,veg_momo,Veg Momo,159
2023-07-05,ice_cream,Ice Cream,100
2023-07-06,veg_biryani,Veg Biryani,247
2023-07-06,fish_curry_rice,Fish Curry Rice,187
2023-07-06,luchi_aloo,Luchi Aloo,115
2023-07-06,ghugni,Ghugni,111
2023-07-06,maggi,Maggi,217
2023-07-06,tea_biscuit,Tea Biscuit,210
2023-07-06,chicken_roll,Chicken Roll,209
2023-07-06,egg_roll,Egg Roll,87
2023-07-06,veg_momo,Veg Momo,87
2023-07-06,ice_cream,Ice Cream,49
2023-07-07,veg_biryani,Veg Biryani,142
2023-07-07,fish_curry_rice,Fish Curry Rice,100
2023-07-07,luchi_aloo,Luchi Aloo,190
2023-07-07,ghugni,Ghugni,49
2023-07-07,maggi,Maggi,270
2023-07-07,tea_biscuit,Tea Biscuit,224
2023-07-07,chicken_roll,Chicken Roll,137
2023-07-07,egg_roll,Egg Roll,190
2023-07-07,veg_momo,Veg Momo,86
2023-07-07,ice_cream,Ice Cream,62
2023-07-08,veg_biryani,Veg Biryani,91
2023-07-08,fish_curry_rice,Fish Curry Rice,96
2023-07-08,luchi_aloo,Luchi Aloo,46
2023-07-08,ghugni,Ghugni,60
2023-07-08,maggi,Maggi,123
2023-07-08,tea_biscuit,Tea Biscuit,68
2023-07-08,chicken_roll,Chicken Roll,72
2023-07-08,egg_roll,Egg Roll,93
2023-07-08,veg_momo,Veg Momo,74
2023-07-08,ice_cream,Ice Cream,65
2023-07-09,veg_biryani,Veg Biryani,75
2023-07-09,fish_curry_rice,Fish Curry Rice,104
2023-07-09,luchi_aloo,Luchi Aloo,35
2023-07-09,ghugni,Ghugni,35
2023-07-09,maggi,Maggi,175
2023-07-09,tea_biscuit,Tea Biscuit,79
2023-07-09,chicken_roll,Chicken Roll,104
2023-07-09,egg_roll,Egg Roll,142
2023-07-09,veg_momo,Veg Momo,38
2023-07-09,ice_cream,Ice Cream,4
2023-07-10,veg_biryani,Veg Biryani,158
2023-07-10,fish_curry_rice,Fish Curry Rice,175
2023-07-10,luchi_aloo,Luchi Aloo,180
2023-07-10,ghugni,Ghugni,107
2023-07-10,maggi,Maggi,286
2023-07-10,tea_biscuit,Tea Biscuit,145
2023-07-10,chicken_roll,Chicken Roll,201
2023-07-10,egg_roll,Egg Roll,175
2023-07-10,veg_momo,Veg Momo,145
2023-07-10,ice_cream,Ice Cream,54
2023-07-11,veg_biryani,Veg Biryani,121
2023-07-11,fish_curry_rice,Fish Curry Rice,150
2023-07-11,luchi_aloo,Luchi Aloo,98
2023-07-11,ghugni,Ghugni,144
2023-07-11,maggi,Maggi,155
2023-07-11,tea_biscuit,Tea Biscuit,100
2023-07-11,chicken_roll,Chicken Roll,241
2023-07-11,egg_roll,Egg Roll,132
2023-07-11,veg_momo,Veg Momo,40
2023-07-11,ice_cream,Ice Cream,121
2023-07-12,veg_biryani,Veg Biryani,77
2023-07-12,fish_curry_rice,Fish Curry Rice,48
2023-07-12,luchi_aloo,Luchi Aloo,109
2023-07-12,ghugni,Ghugni,72
2023-07-12,maggi,Maggi,264
2023-07-12,tea_biscuit,Tea Biscuit,67
2023-07-12,chicken_roll,Chicken Roll,182
2023-07-12,egg_roll,Egg Roll,166
2023-07-12,veg_momo,Veg Momo,117
2023-07-12,ice_cream,Ice Cream,98
2023-07-13,veg_biryani,Veg Biryani,214
2023-07-13,fish_curry_rice,Fish Curry Rice,78
2023-07-13,luchi_aloo,Luchi Aloo,130
2023-07-13,ghugni,Ghugni,71
2023-07-13,maggi,Maggi,258
2023-07-13,tea_biscuit,Tea Biscuit,145
2023-07-13,chicken_roll,Chicken Roll,248
2023-07-13,egg_roll,Egg Roll,150
2023-07-13,veg_momo,Veg Momo,159
2023-07-13,ice_cream,Ice Cream,69
2023-07-14,veg_biryani,Veg Biryani,193
2023-07-14,fish_curry_rice,Fish Curry Rice,204
2023-07-14,luchi_aloo,Luchi Aloo,31
2023-07-14,ghugni,Ghugni,59
2023-07-14,maggi,Maggi,352
2023-07-14,tea_biscuit,Tea Biscuit,248
2023-07-14,chicken_roll,Chicken Roll,93
2023-07-14,egg_roll,Egg Roll,192
2023-07-14,veg_momo,Veg Momo,121
2023-07-14,ice_cream,Ice Cream,72
2023-07-15,veg_biryani,Veg Biryani,35
2023-07-15,fish_curry_rice,Fish Curry Rice,63
2023-07-15,luchi_aloo,Luchi Aloo,68
2023-07-15,ghugni,Ghugni,16
2023-07-15,maggi,Maggi,68
2023-07-15,tea_biscuit,Tea Biscuit,39
2023-07-15,chicken_roll,Chicken Roll,56
2023-07-15,egg_roll,Egg Roll,31
2023-07-15,veg_momo,Veg Momo,77
2023-07-15,ice_cream,Ice Cream,45
2023-07-16,veg_biryani,Veg Biryani,63
2023-07-16,fish_curry_rice,Fish Curry Rice,135
2023-07-16,luchi_aloo,Luchi Aloo,25
2023-07-16,ghugni,Ghugni,52
2023-07-16,maggi,Maggi,114
2023-07-16,tea_biscuit,Tea Biscuit,84
2023-07-16,chicken_roll,Chicken Roll,19
2023-07-16,egg_roll,Egg Roll,44
2023-07-16,veg_momo,Veg Momo,48
2023-07-16,ice_cream,Ice Cream,30
2023-07-17,veg_biryani,Veg Biryani,105
2023-07-17,fish_curry_rice,Fish Curry Rice,216
2023-07-17,luchi_aloo,Luchi Aloo,60
2023-07-17,ghugni,Ghugni,60
2023-07-17,maggi,Maggi,162
2023-07-17,tea_biscuit,Tea Biscuit,119
2023-07-17,chicken_roll,Chicken Roll,122
2023-07-17,egg_roll,Egg Roll,45
2023-07-17,veg_momo,Veg Momo,59
2023-07-17,ice_cream,Ice Cream,67
2023-07-18,veg_biryani,Veg Biryani,161
2023-07-18,fish_curry_rice,Fish Curry Rice,97
2023-07-18,luchi_aloo,Luchi Aloo,124
2023-07-18,ghugni,Ghugni,108
2023-07-18,maggi,Maggi,148
2023-07-18,tea_biscuit,Tea Biscuit,95
2023-07-18,chicken_roll,Chicken Roll,74
2023-07-18,egg_roll,Egg Roll,132
2023-07-18,veg_momo,Veg Momo,62
2023-07-18,ice_cream,Ice Cream,34
2023-07-19,veg_biryani,Veg Biryani,245
2023-07-19,fish_curry_rice,Fish Curry Rice,134
2023-07-19,luchi_aloo,Luchi Aloo,62
2023-07-19,ghugni,Ghugni,13
2023-07-19,maggi,Maggi,203
2023-07-19,tea_biscuit,Tea Biscuit,250
2023-07-19,chicken_roll,Chicken Roll,150
2023-07-19,egg_roll,Egg Roll,66
2023-07-19,veg_momo,Veg Momo,121
2023-07-19,ice_cream,Ice Cream,97
2023-07-20,veg_biryani,Veg Biryani,154
2023-07-20,fish_curry_rice,Fish Curry Rice,127
2023-07-20,luchi_aloo,Luchi Aloo,134
2023-07-20,ghugni,Ghugni,155
2023-07-20,maggi,Maggi,289
2023-07-20,tea_biscuit,Tea Biscuit,68
2023-07-20,chicken_roll,Chicken Roll,99
2023-07-20,egg_roll,Egg Roll,200
2023-07-20,veg_momo,Veg Momo,203
2023-07-20,ice_cream,Ice Cream,59
2023-07-21,veg_biryani,Veg Biryani,69
2023-07-21,fish_curry_rice,Fish Curry Rice,47
2023-07-21,luchi_aloo,Luchi Aloo,132
2023-07-21,ghugni,Ghugni,82
2023-07-21,maggi,Maggi,101
2023-07-21,tea_biscuit,Tea Biscuit,153
2023-07-21,chicken_roll,Chicken Roll,198
2023-07-21,egg_roll,Egg Roll,161
2023-07-21,veg_momo,Veg Momo,61
2023-07-21,ice_cream,Ice Cream,111
2023-07-22,veg_biryani,Veg Biryani,61
2023-07-22,fish_curry_rice,Fish Curry Rice,18
2023-07-22,luchi_aloo,Luchi Aloo,61
2023-07-22,ghugni,Ghugni,91
2023-07-22,maggi,Maggi,104
2023-07-22,tea_biscuit,Tea Biscuit,30
2023-07-22,chicken_roll,Chicken Roll,66
2023-07-22,egg_roll,Egg Roll,56
2023-07-22,veg_momo,Veg Momo,37
2023-07-22,ice_cream,Ice Cream,39
2023-07-23,veg_biryani,Veg Biryani,32
2023-07-23,fish_curry_rice,Fish Curry Rice,94
2023-07-23,luchi_aloo,Luchi Aloo,25
2023-07-23,ghugni,Ghugni,76
2023-07-23,maggi,Maggi,55
2023-07-23,tea_biscuit,Tea Biscuit,56
2023-07-23,chicken_roll,Chicken Roll,128
2023-07-23,egg_roll,Egg Roll,15
2023-07-23,veg_momo,Veg Momo,33
2023-07-23,ice_cream,Ice Cream,52
2023-07-24,veg_biryani,Veg Biryani,119
2023-07-24,fish_curry_rice,Fish Curry Rice,105
2023-07-24,luchi_aloo,Luchi Aloo,179
2023-07-24,ghugni,Ghugni,58
2023-07-24,maggi,Maggi,229
2023-07-24,tea_biscuit,Tea Biscuit,228
2023-07-24,chicken_roll,Chicken Roll,237
2023-07-24,egg_roll,Egg Roll,209
2023-07-24,veg_momo,Veg Momo,106
2023-07-24,ice_cream,Ice Cream,103
2023-07-25,veg_biryani,Veg Biryani,222
2023-07-25,fish_curry_rice,Fish Curry Rice,181
2023-07-25,luchi_aloo,Luchi Aloo,143
2023-07-25,ghugni,Ghugni,150
2023-07-25,maggi,Maggi,192
2023-07-25,tea_biscuit,Tea Biscuit,130
2023-07-25,chicken_roll,Chicken Roll,156
2023-07-25,egg_roll,Egg Roll,173
2023-07-25,veg_momo,Veg Momo,29
2023-07-25,ice_cream,Ice Cream,46
2023-07-26,veg_biryani,Veg Biryani,89
2023-07-26,fish_curry_rice,Fish Curry Rice,145
2023-07-26,luchi_aloo,Luchi Aloo,132
2023-07-26,ghugni,Ghugni,135
2023-07-26,maggi,Maggi,284
2023-07-26,tea_biscuit,Tea Biscuit,136
2023-07-26,chicken_roll,Chicken Roll,226
2023-07-26,egg_roll,Egg Roll,97
2023-07-26,veg_momo,Veg Momo,73
2023-07-26,ice_cream,Ice Cream,105
2023-07-27,veg_biryani,Veg Biryani,194
2023-07-27,fish_curry_rice,Fish Curry Rice,41
2023-07-27,luchi_aloo,Luchi Aloo,79
2023-07-27,ghugni,Ghugni,79
2023-07-27,maggi,Maggi,139
2023-07-27,tea_biscuit,Tea Biscuit,248
2023-07-27,chicken_roll,Chicken Roll,230
2023-07-27,egg_roll,Egg Roll,122
2023-07-27,veg_momo,Veg Momo,107
2023-07-27,ice_cream,Ice Cream,54
2023-07-28,veg_biryani,Veg Biryani,107
2023-07-28,fish_curry_rice,Fish Curry Rice,184
2023-07-28,luchi_aloo,Luchi Aloo,163
2023-07-28,ghugni,Ghugni,112
2023-07-28,maggi,Maggi,267
2023-07-28,tea_biscuit,Tea Biscuit,128
2023-07-28,chicken_roll,Chicken Roll,57
2023-07-28,egg_roll,Egg Roll,196
2023-07-28,veg_momo,Veg Momo,196
2023-07-28,ice_cream,Ice Cream,40
2023-07-29,veg_biryani,Veg Biryani,133
2023-07-29,fish_curry_rice,Fish Curry Rice,0
2023-07-29,luchi_aloo,Luchi Aloo,76
2023-07-29,ghugni,Ghugni,55
2023-07-29,maggi,Maggi,44
2023-07-29,tea_biscuit,Tea Biscuit,75
2023-07-29,chicken_roll,Chicken Roll,41
2023-07-29,egg_roll,Egg Roll,64
2023-07-29,veg_momo,Veg Momo,55
2023-07-29,ice_cream,Ice Cream,8
2023-07-30,veg_biryani,Veg Biryani,74
2023-07-30,fish_curry_rice,Fish Curry Rice,0
2023-07-30,luchi_aloo,Luchi Aloo,47
2023-07-30,ghugni,Ghugni,3
2023-07-30,maggi,Maggi,137
2023-07-30,tea_biscuit,Tea Biscuit,92
2023-07-30,chicken_roll,Chicken Roll,133
2023-07-30,egg_roll,Egg Roll,93
2023-07-30,veg_momo,Veg Momo,52
2023-07-30,ice_cream,Ice Cream,48
2023-07-31,veg_biryani,Veg Biryani,187
2023-07-31,fish_curry_rice,Fish Curry Rice,168
2023-07-31,luchi_aloo,Luchi Aloo,141
2023-07-31,ghugni,Ghugni,144
2023-07-31,maggi,Maggi,76
2023-07-31,tea_biscuit,Tea Biscuit,223
2023-07-31,chicken_roll,Chicken Roll,173
2023-07-31,egg_roll,Egg Roll,102
2023-07-31,veg_momo,Veg Momo,103
2023-07-31,ice_cream,Ice Cream,46
2023-08-01,veg_biryani,Veg Biryani,140
2023-08-01,fish_curry_rice,Fish Curry Rice,37
2023-08-01,luchi_aloo,Luchi Aloo,84
2023-08-01,ghugni,Ghugni,113
2023-08-01,maggi,Maggi,216
2023-08-01,tea_biscuit,Tea Biscuit,108
2023-08-01,chicken_roll,Chicken Roll,183
2023-08-01,egg_roll,Egg Roll,107
2023-08-01,veg_momo,Veg Momo,155
2023-08-01,ice_cream,Ice Cream,111
2023-08-02,veg_biryani,Veg Biryani,139
2023-08-02,fish_curry_rice,Fish Curry Rice,25
2023-08-02,luchi_aloo,Luchi Aloo,110
2023-08-02,ghugni,Ghugni,82
2023-08-02,maggi,Maggi,312
2023-08-02,tea_biscuit,Tea Biscuit,128
2023-08-02,chicken_roll,Chicken Roll,192
2023-08-02,egg_roll,Egg Roll,67
2023-08-02,veg_momo,Veg Momo,197
2023-08-02,ice_cream,Ice Cream,65
2023-08-03,veg_biryani,Veg Biryani,95
2023-08-03,fish_curry_rice,Fish Curry Rice,17
2023-08-03,luchi_aloo,Luchi Aloo,108
2023-08-03,ghugni,Ghugni,117
2023-08-03,maggi,Maggi,258
2023-08-03,tea_biscuit,Tea Biscuit,180
2023-08-03,chicken_roll,Chicken Roll,136
2023-08-03,egg_roll,Egg Roll,187
2023-08-03,veg_momo,Veg Momo,145
2023-08-03,ice_cream,Ice Cream,116
2023-08-04,veg_biryani,Veg Biryani,124
2023-08-04,fish_curry_rice,Fish Curry Rice,159
2023-08-04,luchi_aloo,Luchi Aloo,103
2023-08-04,ghugni,Ghugni,48
2023-08-04,maggi,Maggi,356
2023-08-04,tea_biscuit,Tea Biscuit,166
2023-08-04,chicken_roll,Chicken Roll,152
2023-08-04,egg_roll,Egg Roll,150
2023-08-04,veg_momo,Veg Momo,165
2023-08-04,ice_cream,Ice Cream,36
2023-08-05,veg_biryani,Veg Biryani,80
2023-08-05,fish_curry_rice,Fish Curry Rice,115
2023-08-05,luchi_aloo,Luchi Aloo,95
2023-08-05,ghugni,Ghugni,19
2023-08-05,maggi,Maggi,117
2023-08-05,tea_biscuit,Tea Biscuit,102
2023-08-05,chicken_roll,Chicken Roll,105
2023-08-05,egg_roll,Egg Roll,94
2023-08-05,veg_momo,Veg Momo,37
2023-08-05,ice_cream,Ice Cream,47
2023-08-06,veg_biryani,Veg Biryani,54
2023-08-06,fish_curry_rice,Fish Curry Rice,5
2023-08-06,luchi_aloo,Luchi Aloo,44
2023-08-06,ghugni,Ghugni,65
2023-08-06,maggi,Maggi,97
2023-08-06,tea_biscuit,Tea Biscuit,107
2023-08-06,chicken_roll,Chicken Roll,130
2023-08-06,egg_roll,Egg Roll,50
2023-08-06,veg_momo,Veg Momo,74
2023-08-06,ice_cream,Ice Cream,21
2023-08-07,veg_biryani,Veg Biryani,228
2023-08-07,fish_curry_rice,Fish Curry Rice,46
2023-08-07,luchi_aloo,Luchi Aloo,170
2023-08-07,ghugni,Ghugni,104
2023-08-07,maggi,Maggi,225
2023-08-07,tea_biscuit,Tea Biscuit,174
2023-08-07,chicken_roll,Chicken Roll,154
2023-08-07,egg_roll,Egg Roll,116
2023-08-07,veg_momo,Veg Momo,134
2023-08-07,ice_cream,Ice Cream,96
2023-08-08,veg_biryani,Veg Biryani,111
2023-08-08,fish_curry_rice,Fish Curry Rice,196
2023-08-08,luchi_aloo,Luchi Aloo,59
2023-08-08,ghugni,Ghugni,110
2023-08-08,maggi,Maggi,56
2023-08-08,tea_biscuit,Tea Biscuit,258
2023-08-08,chicken_roll,Chicken Roll,102
2023-08-08,egg_roll,Egg Roll,141
2023-08-08,veg_momo,Veg Momo,88
2023-08-08,ice_cream,Ice Cream,132
2023-08-09,veg_biryani,Veg Biryani,166
2023-08-09,fish_curry_rice,Fish Curry Rice,63
2023-08-09,luchi_aloo,Luchi Aloo,64
2023-08-09,ghugni,Ghugni,129
2023-08-09,maggi,Maggi,208
2023-08-09,tea_biscuit,Tea Biscuit,260
2023-08-09,chicken_roll,Chicken Roll,162
2023-08-09,egg_roll,Egg Roll,70
2023-08-09,veg_momo,Veg Momo,98
2023-08-09,ice_cream,Ice Cream,52
2023-08-10,veg_biryani,Veg Biryani,221
2023-08-10,fish_curry_rice,Fish Curry Rice,190
2023-08-10,luchi_aloo,Luchi Aloo,75
2023-08-10,ghugni,Ghugni,110
2023-08-10,maggi,Maggi,135
2023-08-10,tea_biscuit,Tea Biscuit,279
2023-08-10,chicken_roll,Chicken Roll,182
2023-08-10,egg_roll,Egg Roll,162
2023-08-10,veg_momo,Veg Momo,122
2023-08-10,ice_cream,Ice Cream,150
2023-08-11,veg_biryani,Veg Biryani,116
2023-08-11,fish_curry_rice,Fish Curry Rice,88
2023-08-11,luchi_aloo,Luchi Aloo,86
2023-08-11,ghugni,Ghugni,121
2023-08-11,maggi,Maggi,273
2023-08-11,tea_biscuit,Tea Biscuit,98
2023-08-11,chicken_roll,Chicken Roll,229
2023-08-11,egg_roll,Egg Roll,104
2023-08-11,veg_momo,Veg Momo,188
2023-08-11,ice_cream,Ice Cream,85
2023-08-12,veg_biryani,Veg Biryani,100
2023-08-12,fish_curry_rice,Fish Curry Rice,82
2023-08-12,luchi_aloo,Luchi Aloo,34
2023-08-12,ghugni,Ghugni,58
2023-08-12,maggi,Maggi,41
2023-08-12,tea_biscuit,Tea Biscuit,131
2023-08-12,chicken_roll,Chicken Roll,70
2023-08-12,egg_roll,Egg Roll,50
2023-08-12,veg_momo,Veg Momo,76
2023-08-12,ice_cream,Ice Cream,17
2023-08-13,veg_biryani,Veg Biryani,85
2023-08-13,fish_curry_rice,Fish Curry Rice,65
2023-08-13,luchi_aloo,Luchi Aloo,67
2023-08-13,ghugni,Ghugni,56
2023-08-13,maggi,Maggi,119
2023-08-13,tea_biscuit,Tea Biscuit,24
2023-08-13,chicken_roll,Chicken Roll,48
2023-08-13,egg_roll,Egg Roll,12
2023-08-13,veg_momo,Veg Momo,22
2023-08-13,ice_cream,Ice Cream,47
2023-08-14,veg_biryani,Veg Biryani,214
2023-08-14,fish_curry_rice,Fish Curry Rice,156
2023-08-14,luchi_aloo,Luchi Aloo,157
2023-08-14,ghugni,Ghugni,38
2023-08-14,maggi,Maggi,93
2023-08-14,tea_biscuit,Tea Biscuit,241
2023-08-14,chicken_roll,Chicken Roll,139
2023-08-14,egg_roll,Egg Roll,190
2023-08-14,veg_momo,Veg Momo,167
2023-08-14,ice_cream,Ice Cream,93
2023-08-15,veg_biryani,Veg Biryani,66
2023-08-15,fish_curry_rice,Fish Curry Rice,195
2023-08-15,luchi_aloo,Luchi Aloo,174
2023-08-15,ghugni,Ghugni,99
2023-08-15,maggi,Maggi,81
